timestamp,open,high,low,close,volume
2026-03-01T00:00:00+00:00,220.3,234.0,218.29,230.78,54834.79
2026-03-01T04:00:00+00:00,230.71,233.32,222.32,225.7,29714.34
2026-03-01T08:00:00+00:00,225.72,225.73,220.8,221.93,34890.378
2026-03-01T12:00:00+00:00,221.95,225.53,217.76,220.34,45799.495
2026-03-01T16:00:00+00:00,220.36,221.78,215.04,215.69,25056.137
2026-03-01T20:00:00+00:00,215.68,219.22,211.89,213.38,32124.041
2026-03-02T00:00:00+00:00,213.38,221.47,213.19,217.95,32412.37
2026-03-02T04:00:00+00:00,217.95,218.53,211.29,212.82,26999.472
2026-03-02T08:00:00+00:00,212.84,216.92,212.04,213.49,21340.259
2026-03-02T12:00:00+00:00,213.46,226.28,212.0,223.16,46846.389
2026-03-02T16:00:00+00:00,223.14,225.97,217.9,220.22,43676.049
2026-03-02T20:00:00+00:00,220.17,225.39,218.12,223.85,32708.428
2026-03-03T00:00:00+00:00,223.86,224.6,219.71,222.02,24385.022
2026-03-03T04:00:00+00:00,222.0,223.54,218.43,221.22,27192.793
2026-03-03T08:00:00+00:00,221.18,221.62,212.63,214.96,32488.023
2026-03-03T12:00:00+00:00,215.02,218.96,211.01,216.46,45665.285
2026-03-03T16:00:00+00:00,216.45,223.59,215.53,219.15,61332.316
2026-03-03T20:00:00+00:00,219.15,222.9,215.54,220.93,32980.093
2026-03-04T00:00:00+00:00,221.01,222.26,215.53,216.61,20366.343
2026-03-04T04:00:00+00:00,216.61,222.86,215.85,222.28,16389.119
2026-03-04T08:00:00+00:00,222.28,234.75,219.14,226.79,73189.202
2026-03-04T12:00:00+00:00,226.84,243.1,225.29,240.92,101718.185
2026-03-04T16:00:00+00:00,240.91,249.88,235.04,248.73,54025.558
2026-03-04T20:00:00+00:00,248.75,251.42,240.82,243.52,53431.464
2026-03-05T00:00:00+00:00,243.48,244.08,237.02,238.28,20584.874
2026-03-05T04:00:00+00:00,238.37,239.8,233.7,234.91,21143.175
2026-03-05T08:00:00+00:00,234.88,240.92,233.31,234.43,42534.376
2026-03-05T12:00:00+00:00,234.44,235.82,230.83,231.98,32509.429
2026-03-05T16:00:00+00:00,232.04,232.04,227.57,228.39,29292.594
2026-03-05T20:00:00+00:00,228.42,232.12,225.59,226.48,21265.384
2026-03-06T00:00:00+00:00,226.48,229.49,225.72,228.46,13526.319
2026-03-06T04:00:00+00:00,228.47,229.06,224.61,226.05,12163.694
2026-03-06T08:00:00+00:00,225.97,226.25,222.38,223.39,23865.207
2026-03-06T12:00:00+00:00,223.38,223.75,211.2,211.92,46216.795
2026-03-06T16:00:00+00:00,211.96,213.84,205.52,210.67,49490.9
2026-03-06T20:00:00+00:00,210.69,212.86,209.75,210.1,14010.334
2026-03-07T00:00:00+00:00,210.13,211.24,207.71,208.56,19013.268
2026-03-07T04:00:00+00:00,208.53,209.57,206.72,207.88,10326.903
2026-03-07T08:00:00+00:00,207.89,211.09,205.73,210.3,15570.303
2026-03-07T12:00:00+00:00,210.29,210.95,205.43,206.72,16356.743
2026-03-07T16:00:00+00:00,206.75,208.22,199.28,201.0,24392.622
2026-03-07T20:00:00+00:00,201.01,204.14,193.54,197.25,58288.463
2026-03-08T00:00:00+00:00,197.28,198.2,193.54,195.13,16553.94
2026-03-08T04:00:00+00:00,195.13,196.64,192.04,195.47,17880.21
2026-03-08T08:00:00+00:00,195.47,200.96,194.35,197.96,20201.234
2026-03-08T12:00:00+00:00,197.94,199.49,195.34,196.69,16240.473
2026-03-08T16:00:00+00:00,196.68,202.58,196.04,201.0,19794.987
2026-03-08T20:00:00+00:00,201.01,204.01,195.82,197.9,29508.153
2026-03-09T00:00:00+00:00,197.87,205.61,197.47,202.92,26318.328
2026-03-09T04:00:00+00:00,202.9,209.87,200.91,204.55,23892.144
2026-03-09T08:00:00+00:00,204.6,208.5,202.32,204.86,19720.657
2026-03-09T12:00:00+00:00,204.86,216.02,204.86,214.98,68511.465
2026-03-09T16:00:00+00:00,214.94,218.2,212.62,214.87,41376.999
2026-03-09T20:00:00+00:00,214.82,219.32,212.25,214.52,30977.661
2026-03-10T00:00:00+00:00,214.52,225.81,213.28,220.92,50813.93
2026-03-10T04:00:00+00:00,220.92,223.19,216.81,220.26,31002.609
2026-03-10T08:00:00+00:00,220.26,227.34,219.76,224.84,34949.023
2026-03-10T12:00:00+00:00,224.88,230.88,219.22,227.02,83446.813
2026-03-10T16:00:00+00:00,227.03,228.66,220.58,223.32,34867.831
2026-03-10T20:00:00+00:00,223.35,225.53,220.16,222.64,15843.097
2026-03-11T00:00:00+00:00,222.62,222.62,213.14,215.42,40983.174
2026-03-11T04:00:00+00:00,215.4,217.12,212.61,213.64,23644.381
2026-03-11T08:00:00+00:00,213.62,214.19,209.15,209.93,25033.183
2026-03-11T12:00:00+00:00,209.93,216.96,209.61,211.12,49887.069
2026-03-11T16:00:00+00:00,211.14,215.0,209.42,213.92,26837.93
2026-03-11T20:00:00+00:00,213.93,215.08,212.25,212.87,10794.504
2026-03-12T00:00:00+00:00,212.87,214.48,206.26,207.76,24329.154
2026-03-12T04:00:00+00:00,207.77,208.97,203.58,208.03,30538.559
